,season,episode,title,story,rating,date
45,S3,E6,The Cornhusker Vortex,"To chase after a woman with whom he had no chance - again - Howard leaves Raj at a critical moment during a kite flying challenge against Sheldon and Leonard. This is the last straw for Raj who sees himself as second priority behind Howard's quest for unattainable women. Will Howard be able to regain Raj's friendship? Meanwhile, Leonard learns that Penny has not invited him to a football game watching party at her apartment. He realizes that he has never met any of Penny's friends, which makes him think she's ashamed of him. She assures him that it is only because she feels he will be bored. But to fit in with Penny's friends, Leonard makes an effort to learn all about football by watching games and reading text books on the subject. Not quite grasping the whole football game watching culture, Leonard soon learns that someone unexpected in his own social circle knows all about football and may be able to teach him better than ""Football for Dummies"" can. —Huggo",7.4,"Mon, Nov 2, 2009"
46,S3,E7,The Guitarist Amplification,"An argument between Leonard and Penny proves ""inconvenient"" to Sheldon. —CBS Publicity",7.8,"Mon, Nov 9, 2009"
47,S3,E8,The Adhesive Duck Deficiency,"While Leonard, Howard and Raj are off camping to observe the Leonid meteor shower, Sheldon is at home doing work. It's lucky for Penny that Sheldon did stay behind as she dislocated her shoulder when she slipped taking a shower. She is immobile in her bathtub. She yells loud enough for Sheldon to hear and for him to come help her. On Penny's pleas, Sheldon agrees to drive her to the emergency room, despite he only holding a learner's permit and never having driven an actual automobile. Will Sheldon do better behind the wheel of an actual car than he has on his driving simulator? Beyond the drive to and from the hospital, Penny asks Sheldon for a few special favors. Meanwhile back at the campsite, Leonard, Howard and Raj are feeling the effects of the special ingredient in the cookies they ate that were given to them by some hippie women. —Huggo",8.9,"Mon, Nov 16, 2009"
48,S3,E9,The Vengeance Formulation,"After their third date, Bernadette wants an understanding with Howard about where their relationship is heading before proceeding to the next step of sex. Howard is unsure if Bernadette is the one for him as he always imagined ending up with a beautiful science fiction actress. One of his fantasy women, Katee Sackhoff, helps Howard figure out what he should do. But will Bernadette agree with his decision? Meanwhile, Sheldon is being interviewed by Ira Flatow on National Public Radio (NPR). While Sheldon is doing the live telephone interview from his office, Barry Kripke decides to have a little fun with Sheldon by tampering with his office's ventilation system, the resulting effect on Sheldon causing him some embarrassment with the listening audience. Leonard convinces Sheldon that he can get exact revenge on Kripke rather than hiding out and pouting, which is what Sheldon has been doing. —Huggo",8.3,"Mon, Nov 23, 2009"
49,S3,E10,The Gorilla Experiment,"When Bernadette joins the guys and Penny for their usual Chinese take-out dinner, Bernadette, the microbiologist, becomes fascinated with Leonard's physics project. Both Howard and Penny become a little jealous of this new friendship. Howard sees what Leonard is doing as the way he himself tries to pick up women, and as such wants Leonard to uninvite Bernadette to view his upcoming experiment. Penny, on the other hand, wants to bond more with Leonard by learning ""a little physics"" from Sheldon, who agrees if only because he can treat it as a scientific experiment. When Sheldon wants to go through 2,600 years of physics history, Penny may regret her choice of teacher. —Huggo",8.4,"Mon, Dec 7, 2009"
50,S3,E11,The Maternal Congruence,"It's approaching Christmas, and Leonard's mother is coming for a visit, something Leonard fails to tell Penny. Sheldon surmises it's because Beverly Hofstadter will not approve of Penny as a suitable mate for her son. Leonard has not even yet told Beverly that Penny is his girlfriend. Conversely, when Beverly arrives, Leonard finds out that Sheldon knows more about what's going on in her life than he does. When Leonard does find out news about the senior Hofstadter household, he becomes emotionally distraught as what he deems important news to him was previously withheld. But more importantly, Leonard sees this action as a further demonstration of the poor relationship he has with his family. Meanwhile, Penny believes she has a way for Beverly to be a bit more emotionally expressive. —Huggo",8.2,"Mon, Dec 14, 2009"
51,S3,E12,The Psychic Vortex,"With Leonard and Howard going on a double date, Raj talks a reluctant Sheldon into attending a mixer at the university. Surprisingly, Raj and Sheldon end up meeting and having a good time with two beautiful, fun loving women named Abby and Martha. Raj and Sheldon have vastly differing opinions on what they want to get out of a second date that Abby and Martha want with them. Meanwhile, Leonard reconsiders his relationship with Penny when he learns that she believes in psychics. Penny reconsiders her relationship with Leonard after he mocks her belief in psychics. One of the two is going to have to compromise their steadfast belief if their relationship is to continue. —Huggo",8.2,"Mon, Jan 11, 2010"
52,S3,E13,The Bozeman Reaction,"Sheldon and Leonard's apartment is robbed. Leonard takes the incident in stride, but Sheldon has an extreme reaction to his space being violated and his possessions stolen. As Leonard, Penny, Howard and Raj do whatever they can to help Sheldon overcome this new found fear of the apartment, Sheldon decides that he has to make some drastic changes in life to regain his sense of security. Meanwhile, Leonard, Penny, Howard and Raj learn that Sheldon considers them three of his closest friends and one treasured acquaintance, but no one knows who is the one that falls into that latter category. —Huggo",8.0,"Mon, Jan 18, 2010"
53,S3,E14,The Einstein Approximation,"Sheldon can't sleep since he is totally preoccupied with solving a physics graphine problem. By association, Leonard and Penny can't sleep since Sheldon is continually bothering them. But Sheldon's sleep deprivation is making him more unusual than ever. He thinks he finally has the answer, not to the problem, but how to solve the problem. Much like Einstein did much of his best thinking when he worked in a patent office doing menial work, Sheldon believes he needs to get a menial job. A genius getting hired for a menial job is no easy feat, so Sheldon insinuates himself into a work situation of his own choice, much to the chagrin of one of his friends. Meanwhile, Leonard and Penny and Howard and Bernadette go on a double date to a disco roller rink. Raj is feeling left out, especially as it was his idea. On the other hand, Penny and Bernadette wish they hadn't gone. —Huggo",8.4,"Mon, Feb 1, 2010"
54,S3,E15,The Large Hadron Collision,"Valentine's Day is approaching. Leonard thinks he's hit some good luck in that he has been asked to attend a conference and view the Hadron super collider in Switzerland during Valentine's. He's allowed to bring a guest with him which he has chosen to be Penny. There, the two can have a romantic first Valentine's Day together. This decision doesn't sit well with Sheldon who has always dreamed of seeing the collider. Sheldon does whatever he can to make Leonard change his mind, including reminding him of their documented roommate agreement. But the harder Sheldon tries to convince Leonard to change his mind, the more Leonard seems to resist. But outside forces may end up deciding for Leonard who will accompany him to Switzerland. —Huggo",8.0,"Mon, Feb 8, 2010"
